<OOV>,0.11927953,0.08410778,0.016117224,0.052298695,-0.03789299,0.023919003,0.02238701,-0.08490698,-0.001562687,-0.055164874,0.05781888,0.021408832,0.108022384,0.02920463,0.06950145,-0.043034956,0.020473149,-0.017322993,0.05780784,-0.0069388663,0.069687046,0.07011876,-0.021070953,-0.03735828,0.10858447,-0.06982747,0.067723,0.10325159,-0.01917269,-0.012129434,0.070192106,0.024993282,-0.10117106,-0.116055906,-0.057004407,0.1139051,0.055670418,0.07990288,0.057363484,0.09900009,0.0054685795,0.06799939,-0.06450788,0.06039121,-0.023603555,0.013518678,0.065180026,0.027211273,-0.085012875,-0.14728488
的,-0.06157313,0.027644118,-0.04863084,0.0036795952,0.05223814,-0.0020291575,0.03380201,0.031002592,0.01326192,-0.02088616,-0.036913183,0.0019305013,0.028473347,0.04306763,0.013225931,-0.018887704,-0.03869511,-0.042307097,0.051773038,-0.028336413,-0.06897315,0.1791451,-0.036309782,-0.048051506,-0.043449033,-0.05827725,-0.06284006,0.010634179,-0.02497158,0.051774666,0.013089029,0.0018727095,-0.00017099216,-0.0035006127,0.009150856,-0.052201096,0.01801606,0.007913579,-0.013104727,-0.065947935,0.03465718,-0.011088483,0.00058862084,-0.021992365,0.00822084,0.003764245,0.02450493,0.013852922,-0.007847045,0.060150426
是,0.035125706,0.044020984,0.023221483,0.07463922,0.016933056,0.10686325,0.061627116,0.053328868,-0.08031373,-0.026934065,0.061577942,-0.041036773,-0.010910082,0.016964952,-0.032552976,-0.14700489,0.07332574,-0.054161157,0.040186957,0.003531717,0.023923215,-0.29366073,-0.012318353,0.0020595929,0.011598266,-0.11335715,0.054027427,0.056945305,-0.028579677,-0.043739814,0.017546548,0.06549716,-0.112493664,0.082671635,-0.09837331,-0.015509314,0.027428752,-0.021257918,0.061399344,0.0024932702,0.03466451,-0.038513742,-0.041846134,0.065264665,-0.10486835,-0.057142053,0.0315311,-0.027172728,0.023270136,-0.08229974
和,-0.052778237,0.0067397896,0.0063290214,-0.033677373,0.024894038,-0.011048755,-0.0035166058,0.046036083,-0.008355283,-0.025785709,0.008558205,-0.09788934,-0.07385459,0.041678652,0.0045224773,-0.02197679,-0.061703302,0.032035008,-0.038779344,0.08244775,-0.037172604,0.11045862,0.0099735195,-0.012958437,0.021072153,-0.038081046,-0.022519987,-0.06576947,-0.08244351,0.028533434,-0.05414781,0.012187335,0.052612856,-0.023484526,-0.014799631,0.0019627956,-0.049839713,-0.018899294,-0.028717555,-0.08112242,0.04877293,0.07974638,0.014118421,-0.021527153,0.068990126,0.0423587,0.018190848,-0.0465212,0.053342544,0.08777216
在,0.016945265,0.036649667,0.0066682235,0.009947118,0.061734993,0.04055645,-0.010580422,-0.03937136,0.018049926,-0.04789943,0.0574737,0.043833237,-0.031206703,0.028277775,-0.056647856,-0.017031984,0.009734594,-0.024637144,0.06272477,0.0038125974,-0.07053785,0.049506195,-0.004397034,-0.042825174,0.056559168,-0.031372383,0.0074137654,-0.050945766,-0.05261905,0.008608508,0.04978716,0.032275632,-0.0234758,-0.07435579,-0.03295579,0.036355816,-0.025962587,-0.014274442,0.0053048246,0.010286216,0.051191684,0.01972261,-0.03701276,0.00031169716,0.020173207,-0.032579307,-0.04828319,0.041641306,-0.037646923,0.03474122
了,0.032180283,0.06547873,0.020389533,-0.056309834,-0.085427456,0.03529676,-0.024191432,0.023087496,0.070772104,0.01645597,-0.042029303,-0.09783991,-0.050565906,-0.0054122517,-0.055899274,0.018558666,0.013299191,0.066058055,-0.071135126,0.12473409,-0.054087114,0.1973598,0.0864189,-0.014868844,0.008890336,-0.0011426556,-0.051797103,-0.040349532,-0.06118221,0.030990444,-0.038072556,0.0019855034,-0.04708983,-0.016632246,0.025604233,-0.005689399,-0.029112225,-0.04951221,-0.023971159,0.037965264,0.020474914,0.12137618,-0.0051549817,0.021153554,0.029530331,0.085077316,-0.021960078,-0.0824727,0.015157694,0.067083865
中国,0.06328905,-0.03608672,-0.024422944,0.00080817356,0.067837454,-0.051217783,0.013201853,0.059440643,0.0019342199,0.007449004,-0.014804438,-0.018994171,-0.021256343,0.055184893,0.054809727,0.049059402,0.038730737,-0.024594557,0.06422837,-0.05727127,-0.002588166,0.122603916,-0.020735934,-0.036517035,0.009691377,-0.03252642,0.013233814,0.05635242,-0.032703537,-0.04029862,0.041455645,0.04710695,0.05093338,-0.040715445,0.030698089,-0.047570523,0.056701563,0.0018305373,-0.027429037,-0.07720923,0.054514572,0.061858237,-0.0055084145,-0.0535528,-0.032577515,-0.04430875,0.03911012,0.042028826,0.05680052,-0.013268123
一,-0.1181218,8.6800035e-05,-0.101746075,0.015603818,0.003806543,0.013447679,-0.06471717,0.0070058727,0.019146277,-0.036821406,-0.0048440048,-0.08016587,-0.120699,-0.027505107,-0.019488655,-0.07047462,-0.0884951,-0.059744503,-0.015183152,-0.029926639,-0.0030320762,-0.063159175,-0.05942018,-0.006251381,-0.09949625,0.0884855,0.0102666,-0.077538274,-0.12577815,0.00917364,-0.017428566,-0.01051538,0.05623579,0.06748276,-0.0075668553,-0.0076580774,-0.05528345,0.0036505074,-0.04653789,-0.0077469395,-0.027947692,-0.2027906,-0.009035266,-0.095884204,0.023696877,-0.041724093,-0.027725814,-0.10784442,0.05551892,0.0797372
”,0.094195515,-0.00083626405,-0.019891541,-0.008771218,0.00023974656,0.025315963,0.063383155,-0.012131801,-0.048458993,-0.017722392,0.049774636,0.04014652,0.03808487,0.051025394,0.07157987,-0.044741385,0.04984622,-0.007370449,0.01486392,0.011237601,0.0462932,0.13065948,-0.06213685,0.004041541,-0.0035283277,-0.10598952,0.07677786,0.053404164,0.041479416,-0.0827012,0.0032246883,0.062363002,-0.07172036,-0.036981262,-0.031863995,-0.02556264,0.053180754,0.070861645,0.05979418,0.03477868,0.016768655,-0.012369598,-0.0073616207,0.040673416,-0.02947766,0.017326249,0.022773445,0.025841719,0.028394334,-0.07088968
对,-0.07850846,-0.057861406,-0.015812881,-0.011406188,0.014252674,-0.01669656,-0.109989576,0.02683441,0.08951604,-0.031382244,0.0088008,-0.038211055,0.009505035,-0.014011027,-0.008532585,0.018519225,-0.10108419,-0.0060293027,0.005684412,0.026916267,-0.059695512,0.04415896,-0.025507286,-0.012414692,-0.0974097,0.08541937,-0.087167054,-0.072132386,-0.077718124,0.002724918,0.037632726,-0.1282471,-0.037171602,-0.072856866,0.069365606,0.025526607,-0.07272189,0.009207921,0.0014763463,-0.0119851995,-0.09749134,0.093293816,0.076974206,-0.09276537,0.12056423,-0.019194014,-0.07753073,-0.057957757,0.024558317,0.08906637
